Allen Community College: https://www.allencc.edu/athletics/softball/roster - Reason: Attempt 1: Roster year cannot be determined; Attempt 2: No player data found; Attempt 3: No player data found on the webpage.
Moberly Area Community College: https://macc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Mohawk Valley Community College: https://mvcc.edu/athletics/softball/roster - Reason: Attempt 1: No player data found on the page; Attempt 2: No player data found; Attempt 3: No player data found
Monroe College: https://monroecollege.edu/athletics/softball/roster - Reason: Attempt 1: Roster year not found on the page.; Attempt 2: Roster year cannot be determined; Attempt 3: Roster year could not be determined.
Monroe College–Bronx: https://monroecollege.edu/athletics/bronx/softball/roster - Reason: Attempt 1: Roster year cannot be determined; Attempt 2: Roster year cannot be determined; Attempt 3: Roster year not found, and some player data is missing
Monroe Community College: https://monroecc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Montgomery College: https://montgomerycollege.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Montgomery County Community College: https://mc3.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Moraine Valley Community College: https://morainevalley.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Morton College: https://morton.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Motlow State Community College: https://mscc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Murray State College: https://murraystate.edu/athletics/softball/roster - Reason: Attempt 1: No player data found on the page; Attempt 2: No player data found.; Attempt 3: No player data found
Muskegon Community College: https://muskegoncc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Nassau Community College: https://ncc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
National Park College: https://np.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Navarro College: https://navarrocollege.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Niagara County Community College: https://niagaracc.suny.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
North Arkansas College: https://northark.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
North Central Missouri College: https://northcentralmissouri.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
North Central Texas College: https://nctc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
North Dakota State College of Science: https://ndscs.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
North Iowa Area Community College: https://niacc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
North Platte Community College: https://mpcc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Northampton Community College: https://northampton.edu/athletics/softball/roster - Reason: Attempt 1: No player data found on the page.; Attempt 2: No player data found on the provided HTML.; Attempt 3: No player data found
Northeast Community College: https://northeast.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Northeast Mississippi Community College: https://nemcc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Northeast Texas Community College: https://ntcc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Northeastern Junior College: https://njc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Northeastern Oklahoma A&M College: https://neo.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Northern Essex Community College: https://necc.mass.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Northern Oklahoma Enid: https://noc.edu/enid/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Northern Oklahoma Tonkawa: https://noc.edu/tonkawa/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Northland Community & Technical College: https://northlandcollege.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Northwest Florida State College: https://nwfsc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Northwest Kansas Technical College: https://nwktc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Northwest Mississippi Community College: https://northwestms.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Northwest–Shoals Community College: https://nwscc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Oakland Community College: https://oaklandcc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Oakton College: https://oakton.edu/athletics/softball/roster - Reason: Attempt 1: Roster year could not be determined; Attempt 2: Roster year could not be determined; Attempt 3: Roster year cannot be determined.
Ocean County College: https://ocean.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Odessa College: https://odessa.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Olney Central College: https://iecc.edu/occ/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Onondaga Community College: https://sunyonondaga.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Otero College: https://otero.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Owens Community College: https://owens.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Paradise Valley Community College: https://paradisevalley.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Pasco–Hernando State College: https://phsc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Patrick & Henry Community College: https://patrickhenry.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Paul D. Camp Community College: https://pdc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Pearl River Community College: https://prcc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Pennsylvania Highlands Community College: https://pennhighlands.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Pensacola State College: https://pensacolastate.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Phoenix College: https://phoenixcollege.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Pima Community College: https://pima.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Pitt Community College: https://pittcc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Polk State College: https://polk.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Potomac State College: https://potomacstate.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Prairie State College: https://prairiestate.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Pratt Community College: https://prattcc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Ranger College: https://rangercollege.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Raritan Valley Community College: https://raritanval.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
RCSJ–Cumberland: https://rcsj.edu/cumberland/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
RCSJ–Gloucester: https://rcsj.edu/gloucester/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Rend Lake College: https://rlc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Richard Bland College: https://rbc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Ridgewater College: https://ridgewater.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Riverland Community College: https://riverland.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Roane State Community College: https://roanestate.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Rochester Community and Technical College: https://rctc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Rock Valley College: https://rockvalley.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Rose State College: https://rose.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Salem Community College: https://salemcc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Salt Lake Community College: https://slcc.edu/athletics/softball/roster - Reason: Attempt 1: No player data found; Attempt 2: No player data found on the page.; Attempt 3: No player data found on the provided webpage.
San Jacinto College: https://sanjac.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Santa Fe College: https://sfcollege.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Sauk Valley Community College: https://svcc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Schoolcraft College: https://schoolcraft.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Scottsdale Community College: https://scottsdalecc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Seminole State College (OK): https://sscok.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Seminole State College of Florida: https://seminolestate.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Seward County Community College: https://sewardcc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Shawnee Community College: https://shawneecc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Shelton State Community College: https://sheltonstate.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Snead State Community College: https://snead.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Snow College: https://snow.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
South Arkansas Community College: https://southark.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
South Georgia State College: https://sgsc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
South Mountain Community College: https://southmountaincc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
South Suburban College: https://ssc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Southeast Community College: https://southeast.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Southeastern Community College: https://scciowa.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Southeastern Community College–Whiteville: https://sccnc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Southeastern Illinois College: https://southeastern.cc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Southern Arkansas University Tech: https://sautech.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Southern Union State Community College: https://suscc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Southwest Mississippi Community College: https://smcc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Southwest Tennessee Community College: https://southwest.tn.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Southwest Virginia Community College: https://sw.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Southwestern Community College: https://southwesterncc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Southwestern Illinois College: https://swic.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Spartanburg Methodist College: https://smcsc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Spoon River College: https://spoonrivercollege.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
St. Charles Community College: https://stchas.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
St. Clair County Community College: https://sc4.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
St. Cloud Technical and Community College: https://sctcc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
St. Johns River State College: https://sjrstate.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
St. Louis Community College: https://stlcc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
St. Petersburg College: https://spcollege.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
State College of Florida, Manatee–Sarasota: https://scf.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
State Fair Community College: https://sfccmo.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Suffolk County Community College: https://sunysccc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
SUNY Adirondack: https://sunyacc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
SUNY Broome Community College: https://sunybroome.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
SUNY Erie: https://sunyerie.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
SUNY Orange: https://sunyorange.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Surry Community College: https://surry.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Sussex County Community College: https://sussex.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Tallahassee Community College: https://tcc.fl.edu/athletics/softball/roster - Reason: Attempt 1: No player data found on the page.; Attempt 2: No player data found on the page.; Attempt 3: No player data found on the webpage.
Temple College: https://templejc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Three Rivers College: https://trcc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Tompkins Cortland Community College: https://tc3.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Trinidad State College: https://trinidadstate.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Trinity Valley Community College: https://tvcc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Triton College: https://triton.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Tyler Junior College: https://tjc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
University of Arkansas Rich Mountain: https://uarichmountain.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
University of South Carolina Sumter: https://uscsumter.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
University of South Carolina Union: https://uscunion.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Utah State University Eastern: https://usueastern.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Vernon College: https://vernoncollege.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Volunteer State Community College: https://volstate.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Wabash Valley College: https://wabashvalley.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Wake Technical Community College: https://waketech.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Wallace State Community College: https://wallacestate.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Walters State Community College: https://ws.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Waubonsee Community College: https://waubonsee.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Weatherford College: https://wc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Western Nebraska Community College: https://wncc.edu/athletics/softball/roster - Reason: Attempt 1: Roster year could not be determined.; Attempt 2: Roster year not found; Attempt 3: No player data found on the page.
Western Texas College: https://wtc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Williston State College: https://willistonstate.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
Yavapai College: https://yc.edu/athletics/softball/roster - Reason: Attempt 1: Unknown error; Attempt 2: Unknown error; Attempt 3: Unknown error
